"SMILES","ID","is_active","SlogP","ExactMW","NumLipinskiHBA","NumLipinskiHBD","NumRotatableBonds","NumRings"
"c1ccc(cc1)[C@@H]2C[C@H]2NC3=NC(=O)/C(=C/c4ccc5c(c4)cccn5)/S3","395709",1,4.350800000000003,371.109233164,4,1,3,5
"Cn1c-2c(c(n1)C(=O)N)CCc3c2nc(nc3)NC4CCN(CC4)C(=O)c5ccccc5","603518",1,1.7912999999999994,431.20697304,9,3,4,5
"c1cc(cc(c1)Cl)c2cn[nH]c2c3cc([nH]c3)C(=O)NCc4cccnc4","370024",1,4.050200000000002,377.10433781200004,6,3,5,4
"c1ccc(c(c1)C(CO)NC(=O)c2cc(c[nH]2)c3c(cn[nH]3)c4cccc(c4)Cl)F","370049",1,4.327700000000002,424.11023171600004,6,4,6,4
"Cc1c2cc(ccc2[nH]n1)c3cc(cnc3)OC[C@H](Cc4ccccc4)N","350635",1,3.8821200000000013,358.179361324,5,3,6,4
"CCCCNC(=O)N1Cc2c(n[nH]c2NC(=O)Cc3ccc(cc3)N4CCCC4)C1","339662",1,3.016400000000001,410.24302420000004,8,3,7,4
"c1ccc(cc1)c2c(c3ccccn3n2)c4cc5c(n[nH]c5nn4)N","430594",1,2.916800000000001,327.1232434160001,7,3,2,5
"c1cc(cc(c1)Cl)c2cn[nH]c2c3cc([nH]c3)C(=O)NCCc4cccnc4","370055",1,4.092700000000002,391.11998787600004,6,3,6,4
"COc1cc2c(cc1OCCCN3CCOCC3)ncc(c2Nc4ccc(cc4)Oc5ccccc5)C#N","43524",1,5.752080000000006,510.22670544000005,8,1,10,5
"CCCCNC(=O)N1Cc2c(n[nH]c2NC(=O)[C@@H](C)c3ccc4ccccc4c3)C1","339586",1,4.1304000000000025,405.21647510400004,7,3,6,4
"c1cc(cc(c1)Cl)c2cn[nH]c2c3cc([nH]c3)C(=O)NCC4CCCO4","370089",1,3.634000000000002,370.119653528,6,3,5,4
"CN(Cc1ccccc1)C(=O)c2cc(c[nH]2)c3c(cn[nH]3)c4cccc(c4)Cl","370038",1,4.9974000000000025,390.12473890800004,5,2,5,4
"CNC(=O)Nc1ccc(cn1)CNc2c(cnn2C)C(=O)Nc3ccc4c(c3)OC(C(O4)(F)F)(F)F","414487",1,3.387600000000001,509.14346496799993,11,4,6,4
"COc1ccc(cc1)CNC(=O)c2cc(c[nH]2)c3c(cn[nH]3)c4cccc(c4)Cl","370043",1,4.663800000000003,406.1196535280001,6,3,6,4
"CNC(=O)Nc1ccc(cn1)CNc2c(scn2)C(=O)Nc3ccc4c(c3)OC(O4)(F)F","414493",1,3.4753000000000007,462.09218043199996,10,4,6,4
"c1ccc(cc1)[C@@H](C(=O)N)NC(=O)c2cc(c[nH]2)c3c(cn[nH]3)c4cccc(c4)Cl","370131",1,3.6816000000000013,419.114902496,7,5,6,4
"c1ccc2c(c1)CCN(C2)C(=O)c3cc(c[nH]3)c4c(cn[nH]4)c5cccc(c5)Cl","370044",1,4.923700000000003,402.12473890800004,5,2,3,5
"c1c(c2c(ncnc2n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N)I","160386",1,-0.7704000000000004,391.998152896,8,5,2,3
"c1c2c([nH]c1Br)C(=O)NCCC2=O","250345",1,1.0934,241.969089564,4,2,0,2
"CC1CNC(=O)c2c1c3cc(ccc3[nH]2)C(=O)Nc4nc(cs4)C(=O)N","412078",1,1.8224999999999998,369.08956034,8,5,3,4
"C=CCn1c2c(cc(nn2)c3c4ccccn4nc3c5ccccc5)c(n1)N","334474",1,3.576200000000001,367.15454354400003,7,2,4,5
"CCN(C)C(=O)c1cc(c[nH]1)c2c(cn[nH]2)c3cccc(c3)Cl","370074",1,3.8171000000000017,328.10908884400004,5,2,4,3
"c1ccc2c(c1)c(c[nH]2)c3c(cnc(n3)N)c4ccc(cc4)C(F)(F)F","562371",1,4.892900000000001,354.109231076,4,3,2,4
"CNC(=O)c1c2c(n(n1)C)-c3c(cnc(n3)NC4CCN(CC4)C(=O)C5CCN(CC5)S(=O)(=O)C)CC2","603682",1,0.4098000000000015,530.242372568,12,2,5,5
"C[C@@H](c1ccccc1)NC(=O)c2cc(c[nH]2)c3c(cn[nH]3)c4cccc(c4)Cl","370085",1,5.216200000000002,390.12473890800004,5,3,5,4
"Cc1cnc(nc1c2cc([nH]c2)C(=O)N[C@@H](CO)c3ccccc3)Nc4ccccc4","574871",1,3.9871200000000018,413.18517497600004,7,4,7,4
"CCNC(=O)Nc1ccc(cn1)CNc2c(scn2)C(=O)Nc3ccc4c(c3)OC(O4)(F)F","414489",1,3.865400000000001,476.10783049599996,10,4,7,4
"c1c[nH]c2c1/C(=C\3/C(=O)N=C(N3)N)/CCNC2=O","425061",1,-0.6962000000000002,245.091274592,7,5,0,3
"c1cnc(nc1c2cc3c([nH]2)[C@H](CNC3=O)CCF)N","494338",1,1.2404999999999997,275.118238288,6,4,3,3
"c1cc(cc(c1)Cl)c2cn[nH]c2c3cc([nH]c3)C(=O)N4CCOCC4","370083",1,3.197600000000002,356.104003464,6,2,3,4
"CNC(=O)Nc1ccc(cn1)CNc2c(cnn2C)C(=O)Nc3ccc(cc3)SC(F)(F)F","414488",1,4.042700000000002,479.13512854,9,4,7,3
"c1ccc2c(c1)c(c[nH]2)C[C@@H](COc3cc(cnc3)c4ccc5cnccc5c4)N","344363",1,4.726900000000003,394.179361324,5,3,6,5
"C1COCCNC(=S)NCCOCCNC(=S)N1","C03897368",0,-1.0385999999999982,292.10276788000004,6,4,0,1
"c1cc(ccc1[C@H]2c3ccc(cc3OC(=C2C#N)N)N)O","C00242247",0,2.19258,279.100776656,5,5,1,3
"C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2C(=O)C[C@@]4([C@@H]3CC[C@@]4([C@@H](CO)O)O)C)O","C04096778",0,1.6533,366.2406241879999,5,4,2,4
"Cc1ccc2c(c1)cc(c(=O)[nH]2)[C@@H]3c4c(n[nH]c4OC(=C3C#N)N)C","C00421469",0,2.08622,333.12257472000005,7,4,1,4
"Cc1cc2cc(c(=O)[nH]c2cc1C)[C@@H]3c4c(n[nH]c4OC(=C3C#N)N)C","C00421479",0,2.39464,347.13822478400004,7,4,1,4
"c1cc2c(cc1N)OCCOCCOc3cc(ccc3OCCO2)N","C04126519",0,2.0966000000000005,346.152871804,7,4,0,3
"C[C@@H]1CCCC[C@@]12C(=O)N(C(=O)N2)CC(=O)NC(=O)N","C03595745",0,-0.31799999999999845,282.132805056,8,4,2,2
"c1ccc2c(c1)[C@@]3(c4cc(ccc4OC(=C3C#N)N)N)C(=O)N2","C00103456",0,1.5932800000000003,304.096025624,6,5,0,4
"c1ccc2c(c1)C3c4ccccc4C2[C@@H]([C@H]3C(=O)NN)C(=O)NN","C00401829",0,0.4896000000000001,322.142975816,6,6,2,5
"c1cc(ccc1[C@H]2[C@H](C(=S)NC(=C2C#N)N)C(=O)N)Br","C01085755",0,1.25868,349.983694072,5,5,2,2
"CN1c2cc(c(cc2NC3([C@H]1O)C(=O)NC(=O)NC3=O)Cl)Cl","C05607265",0,0.2783,344.00791016,8,4,0,3
"c1cc(cc(c1)[N+](=O)[O-])/C=C\2/C(=N/N)/NC(=O)NC2=O","C05671377",0,0.08979999999999982,275.065453768,9,4,2,2
"CC1(O[C@@]2([C@@]([C@]([C@]([C@]([C@@]2(O1)C)(C)O)(C)O)(C)O)(C)O)C)C","C09970378",0,0.3042999999999992,304.188588616,6,4,0,2
"C[C@@]1([C@@]([C@@]([C@@]([C@](O1)(C)SC)(C)O)(C)O)(C)O)CO","C09970493",0,0.09979999999999989,280.134444868,5,4,2,1
"c1c2c(cc3c1OCO3)C(=O)N[C@H]4C2=C[C@@H]([C@H]([C@@H]4O)O)O","C14583837",0,-0.9930000000000003,291.074287136,7,4,0,4
"c1cc(c(cc1[C@H]2[C@H](Cc3ccc(c(c3O2)O)O)O)O)O","C14643021",0,1.5461000000000005,290.07903816799995,6,5,1,3
"c1c(c(c(c2c1C(=O)c3c(c(cc(c3O)O)O)C2=O)O)O)CO","C14645665",0,0.4823,318.03756727999996,8,6,1,3
"CC1(CC[C@@H]([C@@]2([C@@H]1C[C@H]([C@]34[C@H]2CC[C@H]([C@H]3O)C(=C)C4=O)O)CO)O)C","C14806731",0,1.0391999999999997,350.2093240599999,5,4,1,4
"c1ccc2c(c1)C3(C(=C(SC(=C3C#N)N)N)C#N)C(=O)N2","C02141458",0,1.0110600000000003,295.05278090800005,6,5,0,3
"c1cc2c(c(c1)C(=O)N)N[C@@H]([C@H]3[C@H]2C=CC3)c4ccc(cc4O)O","C20681541",0,3.023200000000002,322.1317424359999,5,5,2,4
"c1cc(ncc1Br)N[C@@H]2[C@H]([C@@H]([C@@H](CO2)O)O)O","C15086118",0,-0.3050000000000004,304.00586899599995,6,4,2,2
"COc1ccc2c(c1O)CNC[C@@H]2c3ccc(c(c3)O)O","C24717553",0,2.0471000000000004,287.115758024,5,4,2,3
"c1ccc(c(c1)N2c3c(c(c(c(n3)N)C#N)N)CC2=O)F","C25355171",0,1.4775800000000001,283.08693816,6,4,1,3
"C[C@@H]1CC2=C(C(=O)C1)[C@@]3(C(=O)c4cccc(c4[C@@H]([C@@]3(CC2)O)O)O)O","C31164725",0,1.1734999999999998,344.1259883599999,6,4,0,4
"COc1ccc(cc1O)[C@@H]2[C@H]([C@@H](c3ccc(cc3O2)O)O)O","C31167091",0,1.6344000000000007,304.09468823199995,6,4,2,3
"Cc1c(c(=O)[nH]c(=S)[nH]1)Cc2c([nH]c(=S)[nH]c2=O)C","C08894136",0,1.3860199999999996,296.040167624,6,4,2,2
"CCCN1CCC2(CC1)C(C#N)=C(N)NC(S)=C2C#N","C33790545",0,1.4406599999999998,289.136116608,5,3,2,2
"c1c2c(cc(c1N[C@@H]3CCS(=O)(=O)C3)N)NC(=O)CC2","C35341233",0,0.7525,295.09906240400005,6,4,2,3
"c1cnc([nH]c1=O)Sc2cc3c(cc2N)OCC(=O)N3","C35453628",0,0.8341999999999996,290.04736118,7,4,2,3
"N[C@@H]1CC[C@@H]2CN(C(=O)c3cc(=O)[nH]c(O)n3)C[C@@H]2C1","C36262172",0,-0.32509999999999994,278.13789043599996,7,4,1,3
"CN1CC=C2[C@@H](C1)[C@@H](C(C(=C2C#N)N)(C#N)C#N)c3ccc(c(c3)O)O","C36378012",0,1.45294,347.13822478399993,7,4,1,3
"c1cc(c(cc1S(=O)(=O)N)Br)S(=O)(=O)N","C36984595",0,-0.2560999999999999,313.903060804,6,4,2,1
"c1cc(c(cc1[C@@H]2[C@H]([C@@H](c3ccc(c(c3O2)O)O)O)O)O)O","C14436085",0,1.0370000000000008,306.07395278799993,7,6,1,3
"CSC1=NC(=O)[C@@H]2C(=N1)NC(N)=C(C#N)[C@@]21C(=O)Nc2ccccc21","C39217903",0,0.4474799999999998,352.074244624,8,4,0,4
"c1ccc(cc1)[C@@H]2NN[C@H]3N2c4cc(ccc4NC3=O)S(=O)(=O)N","C39930896",0,0.2251999999999998,345.08956034,8,5,2,4
"c1c(cc(cc1N2CCO[C@@H]3[C@@H]2CCCC3)S(=O)(=O)N)N","C43424778",0,1.064,311.13036253200005,6,4,2,3
"C[C@@H]1[C@H]([C@]2([C@H](C2(C)C)[C@@H]3[C@@]1([C@H]4C=C(C(=O)[C@]4(CC(=C3)CO)O)C)O)O)O","C43794243",0,-0.06990000000000013,364.1885886159999,6,5,1,4
"c1c(nc(nc1N)S[C@@H]2CS(=O)(=O)C[C@@H]2O)N","C48580600",0,-1.109,276.035082244,7,5,2,2
"CNC(=O)NNC(=O)c1cc2c([nH]c1=O)CCCC2=O","C48950379",0,-0.5323,278.101504928,8,4,1,2
"c1c(c(cc(c1n2cc(cn2)Br)F)N)C(=O)N","C50033958",0,1.4549999999999996,297.986551196,5,4,2,2
"Cc1cccc2c1NC(=O)[C@]23c4c([nH]nc4OC(=C3C#N)N)C","C05343294",0,1.35102,307.10692465600005,7,4,0,4
"Cc1c2c(n[nH]1)OC(=C([C@@H]2C3=C/C(=[N+](/O)\[O-])/C=CC3=O)C#N)N","C13081044",0,0.2937999999999998,313.08110383200005,9,4,1,3
"Cc1c(sc(n1)N)C(=O)N2C[C@@H](CC[C@H]2C)C(=O)N","C55174099",0,0.75972,282.115046816,6,4,2,2
"Cc1ccc(s1)[C@H]2c3c(nn(c3OC(=C2C#N)N)C(=S)N)C","C58899977",0,1.8713199999999999,331.056152036,6,4,1,3
"c1cc(c(c2c1C3=C4C=C(C(=O)C=C4C[C@@]3(CO2)O)O)O)O","C18190318",0,1.3296000000000006,300.06338810399996,6,4,0,4
"NC1CCN(C(=O)Nc2cc(F)c(F)cc2C(=O)O)CC1","C61564866",0,1.618,299.10814778,6,4,2,2
"C/C(=C/1\C(=O)NC(=O)N(C1=O)C)/Nc2ccccc2N","C03880314",0,0.6628999999999998,274.106590308,7,4,2,2
"C[C@H]1CN(CCCO1)c2ccc(cc2N)S(=O)(=O)N","C61916759",0,0.5314000000000003,285.11471246800005,6,4,2,2
"c1c(cc(c(c1O)O)O)[C@H]2[C@@H](C(=O)c3c(cc(cc3O2)O)O)O","C04096947",0,0.8919000000000001,320.0532173439999,8,6,1,3
"C[C@@]1(C(=O)O)CCCN(C(=O)N[C@H]2CCCC[C@H]2N)C1","C62874573",0,1.1526,283.18959166,6,4,2,2
"O=C(O)C1=C(CO)O[C@]2(O)c3ccccc3C(=O)[C@@]12O","C04026726",0,-0.8796999999999997,278.04265266,7,4,2,3
"C[C@]12CC[C@@H]3c4ccc(O)cc4/C(=N/OCC(=O)O)C[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O","C04062213",0,1.8428,375.16818751999995,7,4,3,4
"O=C(O)[C@@H]1O[C@@H](Oc2cccc3cccnc23)[C@H](O)[C@H](O)[C@@H]1O","C04546421",0,-0.49420000000000025,321.08485182,8,4,3,3
"Nc1cccc2c1C(=O)c1ccc(S(=O)(=O)O)c(O)c1C2=O","C04016167",0,0.9965000000000002,319.015058008,7,4,1,3
"Cc1cc(C)c(/N=N/c2cc(C)c(N)cc2N)c(S(=O)(=O)O)c1","C04523145",0,3.4383600000000003,334.10996143599994,7,5,3,2
"O=C(O)[C@@H]1Cc2[nH]cnc2[C@H](c2cc([N+](=O)[O-])ccc2O)N1","C01868878",0,0.7117999999999995,304.08076948400003,9,4,3,3
"O=C(O)[C@H]1O[C@@H](Oc2cccc3cccnc23)[C@H](O)[C@@H](O)[C@H]1O","C08575891",0,-0.49420000000000025,321.08485182,8,4,3,3
"O=C(O)[C@@H]1O[C@@H](Oc2c[nH]c3ccc(Br)cc23)[C@H](O)[C@H](O)[C@@H]1O","C15205714",0,0.2013999999999997,386.99536388799993,8,5,3,3
"O=C1NC(=O)C(=CNc2ccc(C(=O)O)c(O)c2)C(=O)N1","C19597194",0,-0.24779999999999996,291.04913500800006,9,5,3,2
"Cn1cc(O)[nH]/c1=N\C(=O)c1cc(N)ccc1Cl","C19811908",0,1.0354999999999994,266.057053272,6,4,1,2
"NC(=O)[C@]12C(=O)N=C(O)[C@@]1(C(=O)O)C21CCCCC1","C19861659",0,-0.010100000000000442,266.09027154800003,7,4,2,3
"NC(=O)NC(=O)Cn1cnc2cc(C(=O)O)ccc21","C21819225",0,-0.07059999999999983,262.0702048,8,4,3,2
"O=C(O)[C@@H]1O[C@@H](Oc2nc(Cl)c(Cl)cc2Cl)[C@@H](O)[C@@H](O)[C@@H]1O","C22067225",0,0.3127999999999996,372.9522846999999,8,4,3,2
"CC1(C)CCC[C@@]2(C)[C@H]1[C@@H](O)C=C(CO)[C@@]2(O)C(=O)O","C31164070",0,0.9278999999999997,284.162373868,5,4,2,2
"CCOC(=O)N1CCC2(CC1)C(C#N)=C(N)NC(S)=C2C(N)=O","C33726973",0,0.14888000000000023,337.120860468,8,5,2,2
"CN1N=C(N)/C(=N/Nc2ccc(C(=O)O)cc2)C1=N","C25174847",0,0.3475699999999995,260.102173624,8,5,3,2
"NC1=NC=N/C1=C1/NC(C(=O)NCC(F)(F)F)=CO1","C06088010",0,-0.3057000000000003,275.06300915599996,7,4,2,2
"O=c1ccc(S(=O)(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)c[nH]1","C36829145",0,0.3452999999999999,306.0422758,8,4,3,3
"Nc1ccc(N[C@H]2CCS(=O)(=O)C2)cc1C(=O)O","C37930435",0,0.5659999999999998,270.06742792800003,6,4,3,2
"O=C(O)/C(=C\c1cc(O)cc(O)c1)c1ccc(O)cc1","C39291251",0,2.4285999999999994,272.06847348400004,5,4,3,2
"c1c(cnc2c1c(=O)n(c3c2N[C@H](CC3=O)O)[O-])O","C39450286",0,-0.23530000000000012,262.04694393591,8,3,0,3
"N#Cc1ccsc1NS(=O)(=O)c1ccc(O)c(N)c1","C40322545",0,1.70838,295.008533148,6,4,3,2
"NS(=O)(=O)c1ccc(NC(=O)N2CSC[C@@H]2C(=O)O)cc1","C40543525",0,0.32539999999999986,331.029662516,8,4,3,2
"Nc1cc(=O)[nH]c(Sc2ncc(C(=O)O)cc2Cl)n1","C41027061",0,1.2499,297.992738764,7,4,3,2
"C[C@H]1CC[C@H](C(N)=O)CN1C(=O)NC(=O)/C=C/C(=O)O","C42439253",0,-0.5507999999999991,283.11682064400003,8,4,3,1
"C[C@H]1CC[C@H](C(N)=O)CN1C(=O)NC1(C(=O)O)CCCC1","C42439584",0,0.6792,297.16885621600005,7,4,3,2
"CC1(C)[C@H]2CC[C@]1(C)[C@H](O[C@@H]1O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O)C2","C43760821",0,0.10999999999999954,330.167853172,7,4,3,3
"C[C@]1(Nc2ccc(C(=O)O)cc2N)CCS(=O)(=O)C1","C44883126",0,0.9560999999999997,284.08307799199997,6,4,3,2
"Nc1ccc(NCc2nnn[nH]2)c(Br)c1","C44925925",0,1.1564999999999999,268.007206388,6,4,3,2
"Nc1ccccc1NC(=O)[C@H]1CC=CC[C@@H]1C(=O)O","C48837975",0,1.8743,260.116092372,5,4,3,2
"O=C(Nc1ccc(O)cc1C(=O)O)N[C@H]1CCS(=O)(=O)C1","C48847348",0,0.3990000000000001,314.057257168,8,4,3,2
"NC(=O)[C@H]1CCCN(c2cc(C(=O)O)c(N)cc2F)C1","C50018365",0,0.8078000000000001,281.117569592,6,5,3,2
"Nc1cc(F)c(N[C@@H]2CCS(=O)(=O)C2)cc1C(=O)O","C50018929",0,0.7051000000000001,288.058006116,6,4,3,2
"NC(=O)[C@H]1CCCCN1c1cc(C(=O)O)c(N)cc1F","C50032458",0,0.9503000000000001,281.117569592,6,5,3,2
"CNC(=O)[C@@H]1CCCCN1c1cc(C(=O)O)c(N)cc1F","C50032472",0,1.2109999999999994,295.133219656,6,4,3,2
"Cc1cc(N)c(NS(=O)(=O)c2cn[nH]c2)cc1C","C50439470",0,1.4095399999999998,266.083746688,6,4,3,2
"Nc1cc(=O)[nH]c(Sc2cccc(C(=O)O)n2)n1","C51067635",0,0.5964999999999998,264.031711116,7,4,3,2
"O=C(Nc1ccc(C(=O)O)cc1O)N[C@@H]1CCCC[C@@H]1O","C52012036",0,1.5153999999999999,294.121571676,7,5,3,2
"C[C@H]1CCC[C@@](NC(=O)N[C@@H]2CCCC[C@@H]2O)(C(=O)O)C1","C52012270",0,1.6225999999999998,298.189257312,6,4,3,2
